日期,工作名稱,公司名稱,公司地址,薪資,工作內容,地區,經歷,學歷,公司人數,文章編號,工作網址
6/05,營業員(中壢),日盛金融控股股份有限公司,桃園市中壢區復興路46號四樓,"25,000",須有證券業務員執照具金融業務相關工作熟悉上網操作，有興趣從事證券業務推廣工作者。獎金優厚!!福利制度：◎完整保障薪資制度◎部份證照補助◎職前及職涯發展課程訓練◎婚喪補助◎生育補助◎團體旅遊補助◎社團補助◎勞、健、團體保險◎勞退提撥,桃園市中壢區,經歷不拘,專科,上市上櫃,2d22y,www.104.com.tw/job/2d22y?jobsource=jolist_c_relevance
6/01,金融業雲端科技研究與合規顧問,勤業眾信聯合會計師事務所,台北市信義區松仁路100號20樓,待遇面議,1. 提供金融業可能採用之新興科技技術研究與諮詢，包括：雲端服務(IaaS、PaaS、SaaS)相關技術研究DevOps、Docker、Container、Microservice、混合雲、Anthos...及其他等在金融業採用之新技術研究,台北市信義區,經歷不拘,大學,員工3800人,6s7ax,www.104.com.tw/job/6s7ax?jobsource=jolist_c_relevance
6/03,【企業金融行銷】業務人員(新北),和潤企業股份有限公司,新北市板橋區,"34,000",針對企業客戶因營運週轉金需求，提供資金分期付款服務一、企業金融業務推廣及關係維護   1.陌生開拓客戶、產業分析及客戶初步篩選   2.執行客戶約訪   3.與客戶建立並維持長期關係 二、報價與銷售締結   1.應客戶營運,新北市板橋區,經歷不拘,專科,員工900人,4zoa5,www.104.com.tw/job/4zoa5?jobsource=jolist_c_relevance
5/21,"資深策略溝通專業人員–策略行銷(數數發中心, DDT)",國泰金控_國泰金融控股股份有限公司,台北市信義區松仁路7號,"30,000",1. 結合金融實務發展及策略行銷角度，協助單位重點專案進行2. 配合業務執行需求，提升數位通路表現3. 協助規劃並執行對外行銷及溝通面向，包括客群經營、數位商品與服務、金融科技議題、資料科學研究等4. 整合單位重點發展議題及成效，妥善運用至,台北市信義區,5年以上,大學,上市上櫃,6cdiz,www.104.com.tw/job/6cdiz?jobsource=jolist_c_relevance
6/01,投資管理總處-國外資產管理人員(不動產部),富邦金融控股股份有限公司,台北市松山區,待遇面議,管理國外SPV及不動產--聯繫/諮詢委任顧問、管理SPV行政事務，處理不動產相關事務，製作內部管理報表。,台北市松山區,5年以上,碩士,上市上櫃,6u52n,www.104.com.tw/job/6u52n?jobsource=jolist_c_relevance
5/26,高級程式設計師(金融創新部),寶碩財務科技股份有限公司,台北市內湖區新湖二路329號5樓,"50,000",【寶碩財務科技－金融創新部簡介】2015年世界經濟論壇(WEF)針對未來的金融服務發展提供了一份長達178頁的詳盡報告，報告重點針對投資管理、支付、保險、存貸、籌資、市場資訊供給等六大功能與十一組創新模式。金融機構專注於金融核心領域，隨著,台北市內湖區,3年以上,大學,上市上櫃,34355,www.104.com.tw/job/34355?jobsource=jolist_c_relevance
6/01,電子金融處-開放銀行數位服務產品 PM,永豐商業銀行股份有限公司,台北市中山區南京東路三段36號,"36,000",1.新世代開放銀行應用領域生態服務規劃2.深入了解數位客戶使用行為與需求、掌握業界趨勢與新科技應用、服務規劃、流程設計、專案執行3.跨領域跨部門溝通協調,台北市中山區,1年以上,大學,,6wn35,www.104.com.tw/job/6wn35?jobsource=jolist_c_relevance
6/01,金融市場處-中級績效管理人員,永豐商業銀行股份有限公司,台北市中山區八德路二段306號,待遇面議,(1)單位內需求處理及建置導入資料庫 (2)資料庫設計及日常維運(含備份、管理)  (3)規格及技術文件撰寫(4)資訊專案執行及管理,台北市中山區,3年以上,大學,,6wo1p,www.104.com.tw/job/6wo1p?jobsource=2018indexpoc
5/28,元大銀行-個金授信部-徵審作業經辦,元大金融控股股份有限公司(元大金控) (元大證券) (元大銀行),台北市大同區台北市承德路3段210號,待遇面議,個人金融徵審作業經辦(工作內容依部門需求調派)：1.負責房屋貸款授信審查作業。2.負責車輛貸款徵審作業。3.其他相關徵審作業或交辦事項。,台北市大同區,2年以上,大學,上市上櫃,2r4ii,www.104.com.tw/job/2r4ii?jobsource=2018indexpoc
6/03,〔法金〕環貿金融RM(台中),台新金控_台新國際商業銀行股份有限公司,台中市西屯區,待遇面議,(1)客戶深耕與業務推展(2)拓展企業整合行銷及貿易融資業務,台中市西屯區,3年以上,大學,員工9000人,35lti,www.104.com.tw/job/35lti?jobsource=2018indexpoc
5/21,法律法務專業人員,國泰金控_國泰金融控股股份有限公司,台北市大安區仁愛路四段296號16樓,待遇面議,【工作說明】1.	就金融科技之新型態業務進行國內、外法規制度研究，並提供法律諮詢。2.	審閱與修訂中、英文合約及相關法律文件。3.	提供法律問題諮詢與解決方案。辦理其他法律事務或主管交辦工作。【Job Description】1.,台北市大安區,3年以上,大學,上市上櫃,6tfnd,www.104.com.tw/job/6tfnd?jobsource=2018indexpoc
5/06,企業金融處RM(台北),台北富邦商業銀行股份有限公司,台北市大安區(工作地點依照公司規定分派),待遇面議,1.負責客戶關係維護、業務推展、財務規劃及風險控管。2.負責開發新客源，積極拓展企業金融相關業務。3.持續追蹤客戶所處產業變化、經營現況、業務需求。,台北市大安區,5年以上,大學,員工6750人,57y3g,www.104.com.tw/job/57y3g?jobsource=2018indexpoc
5/21,"活動行銷專業/資深人員 - 策略溝通小組(數數發中心, DDT)",國泰金控_國泰金融控股股份有限公司,台北市信義區松仁路7號,"30,000",1. 我們希望能找到對金融科技有強烈熱忱、對創新行銷充滿創意且有具體落地經驗的夥伴2. 這份工作將結合金融實務發展、創意體驗行銷趨勢及技術，協助國泰集團及數數發中心重點專案的活動規劃、發想、執行與居間協調，使其符合公司及子公司需求。我們希望您就,台北市信義區,1年以上,大學,上市上櫃,6vrpg,www.104.com.tw/job/6vrpg?jobsource=2018indexpoc
6/01,投資管理總處-人壽投資後台系統需求管理人員(投資確認部/投資作業二科),富邦金融控股股份有限公司,台北市松山區敦化南路一段108號,待遇面議,1.投資系統前、中、後台需求規劃。2.交易部位資料維護事務。3.投資系統建置相關事務跨部門溝通。4.其他主管交辦事項。,台北市松山區,5年以上,大學,上市上櫃,6tv4r,www.104.com.tw/job/6tv4r?jobsource=2018indexpoc
6/03,〔法金〕環貿金融RM(台南),台新金控_台新國際商業銀行股份有限公司,台南市中西區,待遇面議,(1)法人客戶深耕與業務推展(2)拓展企業整合行銷及貿易融資業務,台南市中西區,3年以上,大學,員工9000人,35luw,www.104.com.tw/job/35luw?jobsource=2018indexpoc
6/04,金融理財專員(大園分公司),永豐金證券股份有限公司,桃園市大園區中山北路102號3樓,"26,000","1.提供有關證券、債券、市場條件、投資前途及財務狀況等擬投資之資料。2.分析證券、債券、外匯及其他財務市場之趨勢。3.提供契約條件、股票及債卷貸款之諮詢及磋商。4.開發客戶。.維護客戶關係。6.執行客戶指定之交易事項。(本薪26-35K,另依業績狀況核發業績獎金)",桃園市大園區,經歷不拘,高中,員工2100人,6wpcw,www.104.com.tw/job/6wpcw?jobsource=2018indexpoc
6/01,投資管理總處-投資作業二科/科主管(投資確認部),富邦金融控股股份有限公司,台北市松山區敦化南路一段108號,待遇面議,1.覆核投資交易確認、網銀放行及投資管理系統資料維護事務。2.覆核投資相關管理性報表、帳務報表及主管機關報表編制。3.其他主管交辦事項。,台北市松山區,10年以上,大學,上市上櫃,5e6vi,www.104.com.tw/job/5e6vi?jobsource=2018indexpoc
6/05,數位金融部- .Net研發工程師,臺灣新光商業銀行股份有限公司,台北市松山區南京三民站附近,待遇面議,1.新型態數位金融APP中台開發 2.既有新光銀行APP-中台功能開發與維護3.金融科技(FinTech)與OpenBanking相關新平台開發與執行 4.數位金融敏捷式專案管理及開發執行，及新創公司合作開發,台北市松山區,3年以上,大學,員工3800人,6woj0,www.104.com.tw/job/6woj0?jobsource=2018indexpoc
3/19,法令遵循人員(凱基證券),中華開發金融控股股份有限公司(凱基證券)(凱基銀行),台北市中山區明水路700號,待遇面議,1.辦理證券商法令遵循事務2.監督與管理海外子公司法令遵循事務3.對海外子公司進行規章審閱及台灣法規教育訓練,台北市中山區,3年以上,大學,上市上櫃,5b6xb,www.104.com.tw/job/5b6xb?jobsource=2018indexpoc
5/26,程式設計師(金融創新部),寶碩財務科技股份有限公司,台北市內湖區新湖二路329號5樓,"35,000",【寶碩財務科技－金融創新部簡介】2015年世界經濟論壇(WEF)針對未來的金融服務發展提供了一份長達178頁的詳盡報告，報告重點針對投資管理、支付、保險、存貸、籌資、市場資訊供給等六大功能與十一組創新模式。金融機構專注於金融核心領域，隨著,台北市內湖區,經歷不拘,大學,上市上櫃,6fn69,www.104.com.tw/job/6fn69?jobsource=2018indexpoc
5/27,(LINE Bank) Digital and Financial Consultant_數位及金融顧問,LINE Bank_連線商業銀行股份有限公司,台北市信義區基隆路一段206號,待遇面議,【關於客服團隊】在開放的工作環境中，扮演接觸客戶的最重要唯一途徑，透過與團隊專業而友善的互動，為客戶創造最優質的使用體驗。在這裡，服務團隊將以自信而溫暖的態度承接每位客戶的提問或申訴。我們期望打造一個親切友善、零距離且備受信賴的金融服務諮詢團,台北市信義區,經歷不拘,大學,,6uq6d,www.104.com.tw/job/6uq6d?jobsource=2018indexpoc
5/20,新光銀行-消費金融業務人員(北投復興崗分行),新光金融控股股份有限公司(新光金控/新光人壽/新光銀行/新光投信),台北市北投區中央北路二段422號,"30,000",♦ 開拓新目標客戶、建立潛在客戶檔案、主動行銷消金商品並定期檢視成果，以達成業務目標♦ 深耕舊客戶提供金融商品諮詢服務，適時推介客戶需要之其他金融商品或進行業務轉介，以擴大業務量♦ 瞭解客戶背景、信用狀況及資金需求，以提升分行消金授信品質及避免不良債權的發生♦ 確認客戶申請案件內容正確性、及時執行核貸後相關作業，以提昇作業效率,台北市北投區,經歷不拘,專科,上市上櫃,5y8by,www.104.com.tw/job/5y8by?jobsource=2018indexpoc
6/01,數位金融風險及合規管理諮詢顧問,勤業眾信聯合會計師事務所,台北市信義區松仁路100號20樓,待遇面議,1.金融機構作業風險管理顧問諮詢服務。2. 科技金融(Fintech)顧問諮詢服務3.金融機構內控及內稽制度強化顧問服務。4.國內外金融服務業務委外管理法規遵循顧問與查核服務。.海外分支機構之設立、法規遵循以及營運流程風險管理顧,台北市信義區,2年以上,大學,員工3800人,3dwle,www.104.com.tw/job/3dwle?jobsource=2018indexpoc
1/07,分公司營業台主管(台北)(凱基證券),中華開發金融控股股份有限公司(凱基證券)(凱基銀行),台北市中山區,待遇面議,經紀業務管理,台北市中山區,5年以上,專科,上市上櫃,6161b,www.104.com.tw/job/6161b?jobsource=2018indexpoc
6/01,人壽-內部稽核人員(投資財務稽核),富邦金融控股股份有限公司,台北市松山區,待遇面議,辦理投資財務等業務相關查核。,台北市松山區,3年以上,大學,上市上櫃,5yk12,www.104.com.tw/job/5yk12?jobsource=2018indexpoc
6/03,【企業金融行銷】業務人員(新竹),和潤企業股份有限公司,新竹市東區光復路二段287號9樓之1,"34,000",針對企業客戶因營運週轉金需求，提供資金分期付款服務一、企業金融業務推廣及關係維護   1.陌生開拓客戶、產業分析及客戶初步篩選   2.執行客戶約訪   3.與客戶建立並維持長期關係 二、報價與銷售締結   1.應客戶營運,新竹市,經歷不拘,專科,員工900人,4zo9v,www.104.com.tw/job/4zo9v?jobsource=2018indexpoc
6/03,商業金融處ARM(北東三組),台北富邦商業銀行股份有限公司,台北市大安區,"35,000",1.負責客戶關係維護、日常交易及徵信報告撰寫、風險控管。2.持續追蹤客戶所處產業變化、經營現況、業務需求。,台北市大安區,2年以上,大學,員工6750人,6wo5z,www.104.com.tw/job/6wo5z?jobsource=2018indexpoc
6/03,〔法金〕環貿金融RM(桃園),台新金控_台新國際商業銀行股份有限公司,桃園市桃園區,待遇面議,(1)客戶深耕與業務推展(2)拓展企業整合行銷及貿易融資業務,桃園市桃園區,3年以上,大學,員工9000人,36ams,www.104.com.tw/job/36ams?jobsource=jolist_c_relevance
6/03,〔法金〕環貿金融RM(台北),台新金控_台新國際商業銀行股份有限公司,台北市大安區,待遇面議,(1)客戶深耕與業務推展(2)拓展中小型企業整合行銷及貿易融資業務,台北市大安區,3年以上,大學,員工9000人,35lt9,www.104.com.tw/job/35lt9?jobsource=jolist_c_relevance
6/03,商業金融處ARM(北東三組),台北富邦商業銀行股份有限公司,台北市大安區,"35,000",1.負責客戶關係維護、日常交易及徵信報告撰寫、風險控管。2.持續追蹤客戶所處產業變化、經營現況、業務需求。,台北市大安區,2年以上,大學,員工6750人,6wo5z,www.104.com.tw/job/6wo5z?jobsource=jolist_c_relevance
6/03,【機器設備金融】業務人員(新竹),和潤企業股份有限公司,新竹市東區光復路二段287號9樓之1,"34,000",維繫各品牌機械加工機床等設備銷售供應商，提供彈性分期付款金融服務予購買客戶，協助客戶順利取得生產設備以及營運所需週轉金.  1.企業客戶名單蒐集   2.電話推廣有潛力客戶   3.拜訪客戶，確認其需求  4.提出客製化解決方案,新竹市,經歷不拘,專科,員工900人,4znfq,www.104.com.tw/job/4znfq?jobsource=jolist_c_relevance
5/29,【新興金融】產品企劃專業人員,國泰世華商業銀行股份有限公司_人力資源部,台北市信義區,待遇面議,1. 發展信用卡暨金融支付產品經營策略，規劃行銷專案並執行，提升客群經營效益，強化產品競爭優勢。2. 運用客戶行為數據，結合趨勢分析，擬定商業決策，發掘潛在商機。3. 管理預算與控制成本，有效配置行銷資源，創造最佳效益。4. 跨部門業,台北市信義區,經歷不拘,大學,員工9000人,6w903,www.104.com.tw/job/6w903?jobsource=jolist_c_relevance
6/03,〔個金〕數位金融產品經理(台北),台新金控_台新國際商業銀行股份有限公司,台北市內湖區舊宗路二段207號,待遇面議,(1)規劃新種數位金融產品之開發及測試(2)負責與UX/UI設計師討論，優化用戶體驗(3)數位申請案件處理與SOP作業流程建立與優化,台北市內湖區,2年以上,大學,員工9000人,5qieh,www.104.com.tw/job/5qieh?jobsource=jolist_c_relevance
5/29,律師 (台北所-金融暨銀行資本部; 英文 ),理律法律事務所,台北市信義區忠孝東路四段555號8樓,待遇面議,提供金融機構、上市櫃公司法規遵循意見、承辦各式融資交易、金融商品交易、有價證券發行、併購等案件，及審閱各式商業交易契約。--------------------------------------------------專業領域＝,台北市信義區,經歷不拘,碩士,員工800人,6y7fi,www.104.com.tw/job/6y7fi?jobsource=jolist_c_relevance
5/29,【新興金融】客戶資料分析專業人員,國泰世華商業銀行股份有限公司_人力資源部,台北市信義區,待遇面議,1. 探索多元數據資料，解析客戶行為，提出洞察與建議，協助商業決策。2. 蒐集國內外產業資料，觀察支付金融及消費趨勢發展，發掘商機，轉化為具體行動方案。3. 協同團隊合作完成專案分析任務。,台北市信義區,2年以上,大學,員工9000人,6l695,www.104.com.tw/job/6l695?jobsource=jolist_c_relevance
6/04,數位平台整合企劃(數位金融部),永豐金證券股份有限公司,台北市中正區重慶南路一段2號19樓,待遇面議,1.規劃線上平台(含數位開戶、複委託等其他業務平台)客戶旅程及需求規格書撰寫、測試與SOP作業流程建立/優化。2.洞悉數位客戶使用行為及趨勢，依使用者回饋及數據精進客戶線上體驗流程。 3.負責與UX/UI設計師討論，優化用戶體驗4.研究數位趨勢與國內外競品，結合FinTech促進業務推展。,台北市中正區,2年以上,大學,員工2100人,6wiio,www.104.com.tw/job/6wiio?jobsource=jolist_c_relevance
5/27,中信金融管理學院109學年度-誠徵助理教授以上師資,中信學校財團法人中信金融管理學院,台南市安南區台江大道三段600號,待遇面議,一、本校學術單位計有：1.人工智慧學系2.科技金融研究所3.財務金融學系4.財經法律學系(含碩士班).企業管理學系(含碩士班)二、師資聘任條件如下：1.學歷：具教育部認可國內、外相關科系博士學位2.專長：人工,台南市安南區,經歷不拘,博士,,66fqh,www.104.com.tw/job/66fqh?jobsource=jolist_c_relevance
6/02,新創專案-PX Pay金融業務企劃,全聯福利中心_全聯實業股份有限公司,台北市中山區敬業四路33號,待遇面議,堅強的通路為基礎，透過APP整合會員的食、衣、住、行各類日常生活應用場景，目標打造全新的零售數位生態環境。在不斷創新的路上，我們需要優秀年輕的你/妳，與我們一同攜手邁進，歡迎加入我們!!』。PX Pay金融業務企劃職務內容包含： 1. 整合,台北市中山區,5年以上,大學,員工21000人,6ya8v,www.104.com.tw/job/6ya8v?jobsource=jolist_c_relevance
6/03,金融產品開發人才(AM),博暉科技股份有限公司,台北市內湖區瑞光路478巷20號3樓,"40,000",1.理工相關系所畢業佳，無工作經驗可2.對開發優秀產品與高品質程式碼有熱情3.熟C/C++、C#、或任一物件導向語言者尤佳4.學習能力強、能主動發現問題並尋求最佳解決方案.樂於溝通與分享、優良的團隊合作者6.具金融相關知識領,台北市內湖區,3年以上,大學,員工100人,3zm63,www.104.com.tw/job/3zm63?jobsource=jolist_c_relevance
6/02,高級企業架構師(金融科技)-急件,"經緯智庫股份有限公司 (MGR Consulting Co., Ltd.)",台北市南港區,"80,000",負責金融資訊架構或應用系統規劃與設置,台北市南港區,經歷不拘,專科,,6y2uf,www.104.com.tw/job/6y2uf?jobsource=jolist_c_relevance
3/16,企業金融處ARM(高屏),台北富邦商業銀行股份有限公司,高雄市新興區,"35,000",1.負責客戶關係維護、日常交易及徵信報告撰寫、風險控管。2.持續追蹤客戶所處產業變化、經營現況、業務需求。,高雄市新興區,2年以上,大學,員工6750人,6w3zj,www.104.com.tw/job/6w3zj?jobsource=jolist_c_relevance
5/21,"新型態商業發展-數位平台規劃人員Digital Product Planner(數數發中心, DDT)",國泰金控_國泰金融控股股份有限公司,台北市信義區松仁路7號,"30,000",你目前要加入的團隊，正在打造一個全新的保險科技數位平台，我們渴望具有新創公司以及互聯網產業背景之人才加入我們 !這場從0到1的平台建置奮鬥過程，將有一群數位、數據、金融規畫等夥伴與你一同奮戰。我們只能對你說…這工作真的很燒腦，但是絕對很有挑戰與有,台北市信義區,3年以上,大學,上市上櫃,6iop9,www.104.com.tw/job/6iop9?jobsource=jolist_c_relevance
6/02,金融理財管理人員  週休二日 月入5-6萬 G,全球人事顧問股份有限公司,台北市大安區忠孝東路4段230號7樓,"40,000",●週休二日、不需輪班、見紅就休、優質福利制度●年薪破百萬、快速存到一桶金●錄取即為正式行員，免通過一般招考，進入金融業優良管道●完整培訓計畫，考取專業金融證照●有相關證照者尤佳工作性質：1.協助顧客進行基金、債券、外匯,台北市大安區,經歷不拘,專科,,637f9,www.104.com.tw/job/637f9?jobsource=jolist_c_relevance
5/28,元大金控-投信綜合企劃部PM,元大金融控股股份有限公司(元大金控) (元大證券) (元大銀行),台北市中山區,待遇面議,1.基金文宣製作2.金融市場報告3.業務輔銷支援4.跨部門溝通協調,台北市中山區,5年以上,大學,上市上櫃,6vavz,www.104.com.tw/job/6vavz?jobsource=jolist_c_relevance
5/19,新光銀行-消費金融業務人員(樹林分行),新光金融控股股份有限公司(新光金控/新光人壽/新光銀行/新光投信),新北市樹林區中華路116之1號,"30,000",♦ 開拓新目標客戶、建立潛在客戶檔案、主動行銷消金商品並定期檢視成果，以達成業務目標♦ 深耕舊客戶提供金融商品諮詢服務，適時推介客戶需要之其他金融商品或進行業務轉介，以擴大業務量♦ 瞭解客戶背景、信用狀況及資金需求，以提升分行消金授信品質及避免不良債權的發生♦ 確認客戶申請案件內容正確性、及時執行核貸後相關作業，以提昇作業效率,新北市樹林區,經歷不拘,專科,上市上櫃,6xh75,www.104.com.tw/job/6xh75?jobsource=jolist_c_relevance
6/03,科技金融_Treasury系統JAVA程式設計師,中國信託商業銀行股份有限公司,台北市南港區經貿二路168號,待遇面議,"1. 負責衍生性金融商品業務系統開發與維護。 2. 需求分析、系統設計及系統文件撰寫。3. 內部軟體開發流程改善，持續整合(Continuous Integration, CI) 。4. 自動化測試開發與維護。",台北市南港區,2年以上,大學,員工25000人,64ovj,www.104.com.tw/job/64ovj?jobsource=jolist_c_relevance
5/28,元大領航計劃-理財業務菁英(太平分公司),元大金融控股股份有限公司(元大金控) (元大證券) (元大銀行),台中市太平區中興東路50號3樓,"25,000",負責經紀業務之受託買賣及兩權(權證/選擇權)、複委託、基金、保險等商品之銷售及推廣我們有最完整的教育訓練規劃，整包元大know how帶著走，讓您贏在起跑線!!歡迎您的投遞履歷,台中市太平區,經歷不拘,學歷不拘,上市上櫃,30pm5,www.104.com.tw/job/30pm5?jobsource=jolist_c_relevance
5/15,商業金融處ARM(彰化組),台北富邦商業銀行股份有限公司,彰化縣彰化市,"35,000",1.負責客戶關係維護、日常交易及徵信報告撰寫、風險控管。2.持續追蹤客戶所處產業變化、經營現況、業務需求。,彰化縣彰化市,2年以上,大學,員工6750人,6xz7f,www.104.com.tw/job/6xz7f?jobsource=jolist_c_relevance
5/28,元大金控-元大期貨 營業員(新竹分公司 業務部),元大金融控股股份有限公司(元大金控) (元大證券) (元大銀行),新竹市光復路一段373號B1,"26,000",1. 招攬業務與受託買賣2. 服務客戶(產品介紹、接單),新竹市,經歷不拘,專科,上市上櫃,3mh81,www.104.com.tw/job/3mh81?jobsource=jolist_c_relevance
6/02,銀行【金融服務專員】週休二日，正職行員職位 KTS_1185,藝珂人事顧問股份有限公司,高雄市新興區,"25,000",【工作內容】1.在分行內部提供客戶個人消費金融商品業務推廣，及開戶。2.主動接觸來分行的客戶，協助客戶申辦信用卡和保險，及相關權益說明。3.高資產客戶開發，協助客戶申辦信用卡及開戶。4.以服務來行客戶為主。*具備有完整的教,高雄市新興區,經歷不拘,大學,,6gdnl,www.104.com.tw/job/6gdnl?jobsource=jolist_c_relevance
6/03,〔個金〕消費金融電話行銷專員(台北),台新金控_台新國際商業銀行股份有限公司,台北市南港區三重路19-2號D棟5樓,"24,000",1.以電話銷售方式，針對本行客戶銷售無擔保的信用貸款產品。公司提供優質系統客戶名單，純為內勤電話行銷。2.提供客戶最適合的金融產品專業建議及售後服務。3.屬於正職人員編制，非委外或外包或約聘，保障底薪+業績獎金+年終獎金，並享有公司豐富福,台北市南港區,經歷不拘,高中,員工9000人,35lst,www.104.com.tw/job/35lst?jobsource=jolist_c_relevance
5/28,軟體研發工程專業人員(金融交易開發部),國泰綜合證券股份有限公司,台北市大安區敦化南路二段335號20樓,待遇面議,1.交易系統維運管理。2.專案進度管理與追蹤。3.開發廠商溝通協作。4.測試相關開發及換版相關作業。,台北市大安區,2年以上,大學,員工650人,6v3eo,www.104.com.tw/job/6v3eo?jobsource=jolist_c_relevance
5/21,法遵資深專業人員,國泰金控_國泰金融控股股份有限公司,台北市大安區仁愛路四段296號16樓,待遇面議,1.	規劃、推動及執行法令遵循風險管理架構及系統相關事務。2.	參與RegTech 金融合規洗錢防制軟體專案建置、測試及維護。3.	專案執行及其他主管交辦事項。4.	新技術、新產品研究，如：數據分析，AI等研究。.	協助檢視集團各子公司,台北市大安區,5年以上,大學,上市上櫃,6tfn0,www.104.com.tw/job/6tfn0?jobsource=jolist_c_relevance
6/01,人壽-內部稽核人員(海外稽核),富邦金融控股股份有限公司,台北市松山區,待遇面議,辦理海外子公司相關查核。,台北市松山區,3年以上,大學,上市上櫃,6tm94,www.104.com.tw/job/6tm94?jobsource=jolist_c_relevance
6/05,財富管理理財專員,日盛金融控股股份有限公司,台北市中山區南京東路2段111號2樓,"30,000",1. 負責證券、期貨、選擇權之開發及接單。2. 協銷各項金融商品（如：基金、保險及結構型商品）。3. 協助客戶進行投資理財規劃。4. 提供投資理財商品的諮詢服務。. 負責法人及VIP客戶的綜合資產管理。,台北市中山區,2年以上,大學,上市上櫃,5lunc,www.104.com.tw/job/5lunc?jobsource=jolist_c_relevance
6/03,企業金融行銷人員(竹北),怡和國際股份有限公司,新北市三重區光復路一段83巷4號8樓,待遇面議,1.企業金融業務開發2.產業分析及客戶初步篩選。3.開發潛在客戶、拓展市場。4.與客戶建立長期夥伴關係。.應客戶營運、資金需求提供財務規劃建議。6.徵提案件資料、蒐集及實地查訪。7.定期拜訪機械供應商。8.上班地點為,新北市三重區,2年以上,大學,員工38人,6vcg3,www.104.com.tw/job/6vcg3?jobsource=jolist_c_relevance
5/21,"新型態商業發展-資深數位產品經營規劃人員 Product Manager(數數發中心, DDT)",國泰金控_國泰金融控股股份有限公司,台北市信義區松仁路7號,"30,000",你目前要加入的團隊，正在打造一個全新的保險科技數位平台，我們渴望具有新創公司以及互聯網產業背景之人才加入我們 !這場從0到1的平台建置奮鬥過程，將有一群數位、數據、金融規畫等夥伴與你一同作戰。真的很燒腦，但是絕對很有挑戰與有趣! 1.	掌握脈,台北市信義區,8年以上,大學,上市上櫃,6iopa,www.104.com.tw/job/6iopa?jobsource=jolist_c_relevance
5/28,元大證券-國際事業營運管理人員,元大金融控股股份有限公司(元大金控) (元大證券) (元大銀行),台北市中山區南京東路三段225號14樓,"30,000",元大證券致力拓展海外營運據點，於香港、上海、北京、深圳、韓國、柬埔寨、印尼、泰國、越南皆有據點分布。1.元大證券及其相關從屬子公司溝通協調與專案執行。2.配合工作業務需要至海外子公司出差。,台北市中山區,1年以上,大學,上市上櫃,5xr6x,www.104.com.tw/job/5xr6x?jobsource=jolist_c_relevance
5/14,商業金融處ARM(板橋組),台北富邦商業銀行股份有限公司,新北市板橋區,"35,000",1.負責客戶關係維護、日常交易及徵信報告撰寫、風險控管。2.持續追蹤客戶所處產業變化、經營現況、業務需求。,新北市板橋區,2年以上,大學,員工6750人,6xxuh,www.104.com.tw/job/6xxuh?jobsource=jolist_c_relevance
5/28,元大領航計劃-理財業務菁英(鶯歌分公司),元大金融控股股份有限公司(元大金控) (元大證券) (元大銀行),新北市鶯歌區國慶街22號,"25,000",負責經紀業務之受託買賣及兩權(權證/選擇權)、複委託、基金、保險等商品之銷售及推廣我們有最完整的教育訓練規劃，整包元大know how帶著走，讓您贏在起跑線!!歡迎您的投遞履歷,新北市鶯歌區,經歷不拘,學歷不拘,上市上櫃,2pgmk,www.104.com.tw/job/2pgmk?jobsource=jolist_c_relevance
5/31,資深程式設計師(金融產業客戶),NEC_台灣恩益禧股份有限公司,台北市中山區南京東路二段167號7樓,待遇面議,1.	規劃金融新方案並協助取得案件2.	規劃手持裝置的金融方案並協助培育人材3.	參與生物辨識等Fintech案件並協助專案管理,台北市中山區,5年以上,專科,外商公司,6xtv2,www.104.com.tw/job/6xtv2?jobsource=jolist_c_relevance
1/07,理財專員(台北)(凱基證券),中華開發金融控股股份有限公司(凱基證券)(凱基銀行),台北市中山區,"25,000",**經紀業務之受託買賣及各項金融商品推廣**福利制度：◎保障底薪◎優厚獎金◎完善職前與在職教育訓練◎員工國內外旅遊補助◎週休二日◎退休金提列◎子女教育獎學金◎生日禮金◎生育補助◎婚喪補助◎勞、健、團體保險◎分紅配股◎三節禮金◎健康檢查,台北市中山區,經歷不拘,高中,上市上櫃,3rjwo,www.104.com.tw/job/3rjwo?jobsource=jolist_c_relevance
1/07,理財專員(八德)(凱基證券),中華開發金融控股股份有限公司(凱基證券)(凱基銀行),桃園市八德區介壽路2段137號3樓,"25,000",**經紀業務之受託買賣及各項金融商品推廣**福利制度：◎保障底薪◎優厚獎金◎完善職前與在職教育訓練◎員工國內外旅遊補助◎週休二日◎退休金提列◎子女教育獎學金◎生日禮金◎生育補助◎婚喪補助◎勞、健、團體保險◎分紅配股◎三節禮金◎健康檢查,桃園市八德區,經歷不拘,專科,上市上櫃,2bc7g,www.104.com.tw/job/2bc7g?jobsource=jolist_c_relevance
5/28,元大銀行-理財專員(府東分行),元大金融控股股份有限公司(元大金控) (元大證券) (元大銀行),台南市東區依照公司規定分派,"30,000",1.基金、保險、債券等理財商品諮詢銷售及推介工作2.具獨立開發能力,台南市東區,經歷不拘,專科,上市上櫃,6g2vq,www.104.com.tw/job/6g2vq?jobsource=jolist_c_relevance
